standardized_smiles,CAS-Id,fcfp_compact,fcfp_environments,odor_1,odor_2,odor_3,odor_4,odor_5,odor_6,odor_7,odor_8,odor_9,odor_10,odor_11,odor_12,odor_13,odor_14,odor_15,odor_16,odor_17,odor_18,odor_19,odor_20,odor_21,odor_22,odor_23,odor_24,odor_25,odor_26,odor_27,odor_28,odor_29,odor_30,odor_31,odor_32,odor_33,odor_34,odor_35,odor_36
C=CCc1cc2c(cc1OC)OCO2,18607-93-7,4P///wAEAAAWAAAAAAICbCxOCIagIjiCTDL9AGbSaFBONjQ8,"{""0"": [[0, 0], [1, 0], [2, 0], [10, 0], [12, 0]], ""2"": [[9, 0], [11, 0], [13, 0]], ""4"": [[3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0]], ""272447877"": [[2, 2]], ""471509315"": [[1, 2]], ""594405804"": [[3, 1]], ""632956358"": [[4, 2]], ""728943675"": [[6, 1], [8, 1], [5, 1]], ""756521898"": [[7, 2]], ""2162595922"": [[3, 2]], ""2211949844"": [[8, 2]], ""2474987814"": [[6, 2], [5, 2]], ""3205495930"": [[0, 1]], ""3205496003"": [[10, 1]], ""3391287994"": [[11, 2], [13, 2]], ""3764344801"": [[4, 1], [7, 1]], ""3766523007"": [[12, 1]], ""3766532900"": [[2, 1]], ""3766532953"": [[1, 1]], ""3768571846"": [[9, 1], [11, 1], [13, 1]], ""3904068230"": [[9, 2]], ""4103022466"": [[12, 2]]}",Spices,Food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=CCc1ccc(O)c(-c2cc(CC=C)ccc2O)c1,528-43-8,4P///wAEAAASAAAAAAQA6hbxAIJMTn7KQh0ABmBWtiIY,"{""0"": [[0, 0], [1, 0], [2, 0], [12, 0], [13, 0], [14, 0]], ""3"": [[7, 0], [18, 0]], ""4"": [[3, 0], [4, 0], [5, 0], [6, 0], [8, 0], [9, 0], [10, 0], [11, 0], [15, 0], [16, 0], [17, 0], [19, 0]], ""272447877"": [[12, 2], [2, 2]], ""471509315"": [[1, 2], [13, 2]], ""594405804"": [[11, 1], [3, 1]], ""633174684"": [[19, 2], [10, 2]], ""728933209"": [[8, 1], [9, 1]], ""728945448"": [[6, 1], [17, 1]], ""862855802"": [[9, 2], [8, 2]], ""1327368660"": [[11, 2], [3, 2]], ""2341744774"": [[6, 2], [17, 2]], ""3205495930"": [[0, 1], [14, 1]], ""3205496709"": [[7, 1], [18, 1]], ""3532240404"": [[15, 2], [4, 2]], ""3664333811"": [[5, 2], [16, 2]], ""3764344801"": [[4, 1], [5, 1], [10, 1], [15, 1], [16, 1], [19, 1]], ""3766532900"": [[2, 1], [12, 1]], ""3766532953"": [[1, 1], [13, 1]]}",Bitter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=CCc1ccc(O)c(OC)c1,97-53-0,4P///wAEAAAXAAAAAAIAAGxsDpDiGoJMMhp+4nUABmBWgDQiGA==,"{""0"": [[0, 0], [1, 0], [2, 0], [10, 0]], ""2"": [[9, 0]], ""3"": [[7, 0]], ""4"": [[3, 0], [4, 0], [5, 0], [6, 0], [8, 0], [11, 0]], ""272447877"": [[2, 2]], ""471509315"": [[1, 2]], ""594405804"": [[3, 1]], ""632956358"": [[11, 2]], ""728943675"": [[8, 1]], ""728945448"": [[6, 1]], ""1327368660"": [[3, 2]], ""2339506290"": [[6, 2]], ""2474651957"": [[8, 2]], ""3205495930"": [[0, 1]], ""3205496003"": [[10, 1]], ""3205496709"": [[7, 1]], ""3532240404"": [[4, 2]], ""3664333811"": [[5, 2]], ""3764344801"": [[4, 1], [5, 1], [11, 1]], ""3766532900"": [[2, 1]], ""3766532953"": [[1, 1]], ""3768571846"": [[9, 1]], ""3904068230"": [[9, 2]]}",Spices,Food,Pungent,Sharp,Bakery,Grassy,Foul,Sweet,Sickening,Medicinal,Smokey,Salty,People & animals,Fragrant,Aromatic,Non-vegetarian,Resinous,Dry,Phenolic,Caramel,Nose Feel,Other,Woody,,,,,,,,,,,,,
C=CCc1ccc(O)cc1,501-92-8,4P///wAEAAAQAAAAAAQA6uUAHIJMTn49AgZgVrYiGA==,"{""0"": [[0, 0], [1, 0], [2, 0]], ""3"": [[7, 0]], ""4"": [[3, 0], [4, 0], [5, 0], [6, 0], [8, 0], [9, 0]], ""272447877"": [[2, 2]], ""471509315"": [[1, 2]], ""594405804"": [[3, 1]], ""728945448"": [[6, 1]], ""1327368660"": [[3, 2]], ""3205495930"": [[0, 1]], ""3205496709"": [[7, 1]], ""3532240404"": [[4, 2], [9, 2]], ""3664333811"": [[5, 2], [8, 2]], ""3680717108"": [[6, 2]], ""3764344801"": [[4, 1], [5, 1], [8, 1], [9, 1]], ""3766532900"": [[2, 1]], ""3766532953"": [[1, 1]]}",Aromatic,Phenolic,Minty,Vegetation,Chemical,Resinous,Medicinal,Alcohol,Herbaceous,Hydrocar,Woody,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,
C=CCc1ccc(OC(=O)CC(C)C)c(OC)c1,61114-24-7,4P///wAEAAAbAAAAAAICbAJ4kMQ4BHxMMhp+uiICOQAEFmh4SBQ0LA4=,"{""0"": [[0, 0], [1, 0], [2, 0], [8, 0], [10, 0], [11, 0], [12, 0], [13, 0], [16, 0]], ""2"": [[7, 0], [9, 0], [15, 0]], ""4"": [[3, 0], [4, 0], [5, 0], [6, 0], [14, 0], [17, 0]], ""272447877"": [[2, 2]], ""471509315"": [[1, 2]], ""594405804"": [[3, 1]], ""614173298"": [[8, 1]], ""614176388"": [[11, 1]], ""632956358"": [[17, 2]], ""728943675"": [[6, 1], [14, 1]], ""894540565"": [[11, 2]], ""1327368660"": [[3, 2]], ""1334000966"": [[10, 2]], ""2010228667"": [[7, 2]], ""2123620246"": [[8, 2]], ""2474987814"": [[6, 2], [14, 2]], ""3205495869"": [[12, 1], [13, 1]], ""3205495930"": [[0, 1]], ""3205496003"": [[16, 1]], ""3205496824"": [[9, 1]], ""3532240404"": [[4, 2]], ""3663726584"": [[5, 2]], ""3764344801"": [[4, 1], [5, 1], [17, 1]], ""3766532888"": [[10, 1]], ""3766532900"": [[2, 1]], ""3766532953"": [[1, 1]], ""3768571846"": [[7, 1], [15, 1]], ""3904068230"": [[15, 2]]}",Spices,Aromatic,Food,Sweet,Fruity,Nature,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=CCc1ccc(OC(=O)Cc2ccccc2)c(OC)c1,10402-33-2,4P///wAEAAAYAAAAAAICbHyQxDiCTDIafoI2Jko0uGjCFDQsDg==,"{""0"": [[0, 0], [1, 0], [2, 0], [8, 0], [10, 0], [19, 0]], ""2"": [[7, 0], [9, 0], [18, 0]], ""4"": [[3, 0], [4, 0], [5, 0], [6, 0], [11, 0], [12, 0], [13, 0], [14, 0], [15, 0], [16, 0], [17, 0], [20, 0]], ""272447877"": [[2, 2]], ""471509315"": [[1, 2]], ""594405804"": [[3, 1], [11, 1]], ""614173298"": [[8, 1]], ""632956358"": [[20, 2]], ""728943675"": [[6, 1], [17, 1]], ""1230563926"": [[13, 2], [14, 2], [15, 2]], ""1327368660"": [[3, 2], [11, 2]], ""1546742444"": [[10, 2]], ""2010228667"": [[7, 2]], ""2123834055"": [[8, 2]], ""2474987814"": [[6, 2], [17, 2]], ""3205495930"": [[0, 1]], ""3205496003"": [[19, 1]], ""3205496824"": [[9, 1]], ""3532240404"": [[4, 2], [12, 2], [16, 2]], ""3663726584"": [[5, 2]], ""3764344801"": [[4, 1], [5, 1], [12, 1], [13, 1], [14, 1], [15, 1], [20, 1], [16, 1]], ""3766532900"": [[2, 1], [10, 1]], ""3766532953"": [[1, 1]], ""3768571846"": [[7, 1], [18, 1]], ""3904068230"": [[18, 2]]}",Floral,Spices,Food,Sweet,Caramel,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=CCc1ccc(OC(=O)c2ccccc2)c(OC)c1,531-26-0,4P///wAEAAAYAAAAAAICFg5EfJDEOIJMMhp+gl4cOQBoRpA0LA4=,"{""0"": [[0, 0], [1, 0], [2, 0], [8, 0], [18, 0]], ""2"": [[7, 0], [9, 0], [17, 0]], ""4"": [[3, 0], [4, 0], [5, 0], [6, 0], [10, 0], [11, 0], [12, 0], [13, 0], [14, 0], [15, 0], [16, 0], [19, 0]], ""272447877"": [[2, 2]], ""471509315"": [[1, 2]], ""594405804"": [[3, 1], [10, 1]], ""613541904"": [[8, 1]], ""632956358"": [[19, 2]], ""728943675"": [[6, 1], [16, 1]], ""1230563926"": [[12, 2], [13, 2], [14, 2]], ""1327368660"": [[3, 2]], ""1763466264"": [[7, 2]], ""2366298773"": [[10, 2]], ""2474987814"": [[6, 2], [16, 2]], ""3205495930"": [[0, 1]], ""3205496003"": [[18, 1]], ""3205496824"": [[9, 1]], ""3532240404"": [[4, 2], [11, 2], [15, 2]], ""3663726584"": [[5, 2]], ""3764344801"": [[4, 1], [5, 1], [11, 1], [12, 1], [13, 1], [14, 1], [19, 1], [15, 1]], ""3766532900"": [[2, 1]], ""3766532953"": [[1, 1]], ""3768571846"": [[7, 1], [17, 1]], ""3904068230"": [[17, 2]], ""4263302013"": [[8, 2]]}",Spices,Balsamic,Aromatic,Food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=CCc1ccc(OC(C)=O)c(OC)c1,93-28-7,4P///wAEAAAXAAAAAAICbAJ4kMQ4gkwyGn66JnUAaMIUNA4cDg==,"{""0"": [[0, 0], [1, 0], [2, 0], [8, 0], [9, 0], [13, 0]], ""2"": [[7, 0], [10, 0], [12, 0]], ""4"": [[3, 0], [4, 0], [5, 0], [6, 0], [11, 0], [14, 0]], ""272447877"": [[2, 2]], ""471509315"": [[1, 2]], ""594405804"": [[3, 1]], ""614173298"": [[8, 1]], ""632956358"": [[14, 2]], ""728943675"": [[6, 1], [11, 1]], ""1327368660"": [[3, 2]], ""2010228667"": [[7, 2]], ""2474987814"": [[6, 2], [11, 2]], ""3205495869"": [[9, 1]], ""3205495930"": [[0, 1]], ""3205496003"": [[13, 1]], ""3205496824"": [[10, 1]], ""3515354089"": [[8, 2]], ""3532240404"": [[4, 2]], ""3663726584"": [[5, 2]], ""3764344801"": [[4, 1], [5, 1], [14, 1]], ""3766532900"": [[2, 1]], ""3766532953"": [[1, 1]], ""3768571846"": [[7, 1], [12, 1]], ""3904068230"": [[12, 2]]}",Floral,Spices,Aromatic,Food,Fresh,Sweet,Fruity,Beverage,Bakery,Nature,Balsamic,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,
C=CCc1ccc(OC)c(O)c1,501-19-9,4P///wAEAAAXAAAAAAIAAGxsDpDiGoJMTn7ikKgGYFaANCwO,"{""0"": [[0, 0], [1, 0], [2, 0], [8, 0]], ""2"": [[7, 0]], ""3"": [[10, 0]], ""4"": [[3, 0], [4, 0], [5, 0], [6, 0], [9, 0], [11, 0]], ""272447877"": [[2, 2]], ""471509315"": [[1, 2]], ""594405804"": [[3, 1]], ""632957647"": [[11, 2]], ""728943675"": [[6, 1]], ""728945448"": [[9, 1]], ""1327368660"": [[3, 2]], ""2339506290"": [[9, 2]], ""2474651957"": [[6, 2]], ""3205495930"": [[0, 1]], ""3205496003"": [[8, 1]], ""3205496709"": [[10, 1]], ""3532240404"": [[4, 2]], ""3663726584"": [[5, 2]], ""3764344801"": [[4, 1], [5, 1], [11, 1]], ""3766532900"": [[2, 1]], ""3766532953"": [[1, 1]], ""3768571846"": [[7, 1]], ""3904068230"": [[7, 2]]}",Floral,Spices,Food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=CCc1ccc(OC)c(OC)c1,93-15-2,4P///wAEAAATAAAAAAICbHyQxDiCTDIafuJ1AGjYNCwO,"{""0"": [[0, 0], [1, 0], [2, 0], [8, 0], [11, 0]], ""2"": [[7, 0], [10, 0]], ""4"": [[3, 0], [4, 0], [5, 0], [6, 0], [9, 0], [12, 0]], ""272447877"": [[2, 2]], ""471509315"": [[1, 2]], ""594405804"": [[3, 1]], ""632956358"": [[12, 2]], ""728943675"": [[6, 1], [9, 1]], ""1327368660"": [[3, 2]], ""2474987814"": [[6, 2], [9, 2]], ""3205495930"": [[0, 1]], ""3205496003"": [[8, 1], [11, 1]], ""3532240404"": [[4, 2]], ""3663726584"": [[5, 2]], ""3764344801"": [[4, 1], [5, 1], [12, 1]], ""3766532900"": [[2, 1]], ""3766532953"": [[1, 1]], ""3768571846"": [[7, 1], [10, 1]], ""3904068230"": [[7, 2], [10, 2]]}",Spices,Food,Pungent,Sharp,Non-citrus fruity,Green,Earthy,Nature,Grassy,Chocolate,Sweet,Fresh,Fruity,Non-food items,Medicinal,Fragrant,Floral,Aromatic,Mol,Waxy,Resinous,Dry fruit,Musty,Phenolic,Minty,Dairy,Caramel,Woody,,,,,,,,
C=CCc1ccc(OC)cc1,140-67-0,4P///wAEAAASAAAAAAICbHyQOMSCTE5+4nUAaNg0LA4=,"{""0"": [[0, 0], [1, 0], [2, 0], [8, 0]], ""2"": [[7, 0]], ""4"": [[3, 0], [4, 0], [5, 0], [6, 0], [9, 0], [10, 0]], ""272447877"": [[2, 2]], ""364196064"": [[6, 2]], ""471509315"": [[1, 2]], ""594405804"": [[3, 1]], ""728943675"": [[6, 1]], ""1327368660"": [[3, 2]], ""3205495930"": [[0, 1]], ""3205496003"": [[8, 1]], ""3532240404"": [[4, 2], [10, 2]], ""3663726584"": [[5, 2], [9, 2]], ""3764344801"": [[4, 1], [5, 1], [9, 1], [10, 1]], ""3766532900"": [[2, 1]], ""3766532953"": [[1, 1]], ""3768571846"": [[7, 1]], ""3904068230"": [[7, 2]]}",Fishy,Spices,Food,Pungent,Green,Herbaceous,Foul,Hydrocar,Sweet,Vegetation,Fruity,Medicinal,Fragrant,Aromatic,Ammonia,Chemical,Resinous,Phenolic,Minty,Plants,Alcohol,Woody,,,,,,,,,,,,,,
C=CCc1ccc(OC2OC(CO)C(O)C(O)C2O)c(OC)c1,18604-50-7,4P///wAEAAAiAAAAAAIAAGxYIpDEKgyCTDIafjxyAC4CAhjMOg4AKDAK2DQsAAw=,"{""0"": [[0, 0], [1, 0], [2, 0], [8, 0], [10, 0], [11, 0], [13, 0], [15, 0], [17, 0], [21, 0]], ""2"": [[7, 0], [9, 0], [20, 0]], ""3"": [[12, 0], [14, 0], [16, 0], [18, 0]], ""4"": [[3, 0], [4, 0], [5, 0], [6, 0], [19, 0], [22, 0]], ""272447877"": [[2, 2]], ""471509315"": [[1, 2]], ""594405804"": [[3, 1]], ""614173235"": [[8, 1]], ""614176394"": [[10, 1]], ""614176407"": [[13, 1], [15, 1], [17, 1]], ""632956358"": [[22, 2]], ""679262524"": [[11, 2]], ""728943675"": [[6, 1], [19, 1]], ""1057132371"": [[10, 2]], ""1327368660"": [[3, 2]], ""1924491886"": [[9, 2]], ""2010150536"": [[7, 2]], ""2474987814"": [[6, 2], [19, 2]], ""2895356525"": [[13, 2]], ""2895512680"": [[15, 2]], ""2901913372"": [[17, 2]], ""3205495930"": [[0, 1]], ""3205496003"": [[21, 1]], ""3205496825"": [[12, 1], [14, 1], [16, 1], [18, 1]], ""3532240404"": [[4, 2]], ""3663726584"": [[5, 2]], ""3764344801"": [[4, 1], [5, 1], [22, 1]], ""3766532900"": [[2, 1]], ""3766532901"": [[11, 1]], ""3766532953"": [[1, 1]], ""3768571706"": [[9, 1]], ""3768571846"": [[7, 1], [20, 1]], ""3904068230"": [[20, 2]], ""4067862270"": [[8, 2]]}",Spices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=CCc1ccc(OC=O)c(OC)c1,10031-96-6,4P///wAEAAAWAAAAAAICZgR8kADCOIJMMhp+vCR1AGjYNCwO,"{""0"": [[0, 0], [1, 0], [2, 0], [8, 0], [12, 0]], ""2"": [[7, 0], [9, 0], [11, 0]], ""4"": [[3, 0], [4, 0], [5, 0], [6, 0], [10, 0], [13, 0]], ""272447877"": [[2, 2]], ""378567876"": [[8, 2]], ""471509315"": [[1, 2]], ""594405804"": [[3, 1]], ""632956358"": [[13, 2]], ""728943675"": [[6, 1], [10, 1]], ""1327368660"": [[3, 2]], ""2474987814"": [[6, 2], [10, 2]], ""3205495930"": [[0, 1]], ""3205496003"": [[12, 1]], ""3205496824"": [[9, 1]], ""3391287923"": [[7, 2]], ""3532240404"": [[4, 2]], ""3663726584"": [[5, 2]], ""3764344801"": [[4, 1], [5, 1], [13, 1]], ""3766522936"": [[8, 1]], ""3766532900"": [[2, 1]], ""3766532953"": [[1, 1]], ""3768571846"": [[7, 1], [11, 1]], ""3904068230"": [[11, 2]]}",Sweet,Plants,Resinous,Grassy,Dry,Woody,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=CCc1ccc(OCc2ccccc2)c(OC)c1,57371-42-3,4P///wAEAAAYAAAAAAICODJ6AJDEOIJMIg4afoJeas5o2DQsDg==,"{""0"": [[0, 0], [1, 0], [2, 0], [8, 0], [17, 0]], ""2"": [[7, 0], [16, 0]], ""4"": [[3, 0], [4, 0], [5, 0], [6, 0], [9, 0], [10, 0], [11, 0], [12, 0], [13, 0], [14, 0], [15, 0], [18, 0]], ""272447877"": [[2, 2]], ""471509315"": [[1, 2]], ""594405804"": [[3, 1], [9, 1]], ""632956358"": [[18, 2]], ""728943675"": [[6, 1], [15, 1]], ""1230563926"": [[11, 2], [12, 2], [13, 2]], ""1327368660"": [[3, 2]], ""1780624830"": [[8, 2]], ""1910602785"": [[9, 2]], ""2474987814"": [[6, 2], [15, 2]], ""3205495930"": [[0, 1]], ""3205496003"": [[17, 1]], ""3391287996"": [[7, 2]], ""3532240404"": [[4, 2], [10, 2], [14, 2]], ""3663726584"": [[5, 2]], ""3764344801"": [[4, 1], [5, 1], [10, 1], [11, 1], [12, 1], [13, 1], [18, 1], [14, 1]], ""3766523001"": [[8, 1]], ""3766532900"": [[2, 1]], ""3766532953"": [[1, 1]], ""3768571846"": [[7, 1], [16, 1]], ""3904068230"": [[16, 2]]}",Floral,Spices,Food,Sweet,Nature,Grassy,Balsamic,Herbaceous,Woody,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,
C=CCc1ccc2c(c1)OCO2,94-59-7,4P///wAEAAAUAAAAAAICbHwImQA4gkwyGn6VANJoUIY0LA4=,"{""0"": [[0, 0], [1, 0], [2, 0], [10, 0]], ""2"": [[9, 0], [11, 0]], ""4"": [[3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0]], ""272447877"": [[2, 2]], ""471509315"": [[1, 2]], ""594405804"": [[3, 1]], ""632956358"": [[8, 2]], ""728943675"": [[7, 1], [6, 1]], ""1327368660"": [[3, 2]], ""2474987814"": [[6, 2], [7, 2]], ""3205495930"": [[0, 1]], ""3391287994"": [[9, 2], [11, 2]], ""3532240404"": [[4, 2]], ""3663726584"": [[5, 2]], ""3764344801"": [[4, 1], [5, 1], [8, 1]], ""3766523007"": [[10, 1]], ""3766532900"": [[2, 1]], ""3766532953"": [[1, 1]], ""3768571846"": [[9, 1], [11, 1]], ""4103022466"": [[10, 2]]}",Floral,Spices,Food,Minty,Sweet,Plants,Nature,Resinous,Grassy,Woody,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,
C=CCc1cccc(OC)c1O,579-60-2,4P///wAEAAAXAAAAAAIAAGx8kBzEGoJMzoJe+EAGYFaANCwO,"{""0"": [[0, 0], [1, 0], [2, 0], [9, 0]], ""2"": [[8, 0]], ""3"": [[11, 0]], ""4"": [[3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [10, 0]], ""272447877"": [[2, 2]], ""471509315"": [[1, 2]], ""594405804"": [[3, 1]], ""728943675"": [[7, 1]], ""728945448"": [[10, 1]], ""1230563926"": [[5, 2]], ""2162441987"": [[3, 2]], ""2474651957"": [[7, 2]], ""3110034642"": [[10, 2]], ""3205495930"": [[0, 1]], ""3205496003"": [[9, 1]], ""3205496709"": [[11, 1]], ""3532240404"": [[4, 2]], ""3663726584"": [[6, 2]], ""3764344801"": [[4, 1], [5, 1], [6, 1]], ""3766532900"": [[2, 1]], ""3766532953"": [[1, 1]], ""3768571846"": [[8, 1]], ""3904068230"": [[8, 2]]}",Spices,Phenolic,Food,People & animals,Sweet,Sickening,Bakery,Resinous,Medicinal,Smokey,Woody,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,
C=CCc1ccccc1,300-57-2,4P///wAEAAAMAAAAAAbqIQGCTE5+gjUBaB0APA==,"{""0"": [[0, 0], [1, 0], [2, 0]], ""4"": [[3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0]], ""272447877"": [[2, 2]], ""471509315"": [[1, 2]], ""594405804"": [[3, 1]], ""1230563926"": [[5, 2], [6, 2], [7, 2]], ""1327368660"": [[3, 2]], ""3205495930"": [[0, 1]], ""3532240404"": [[4, 2], [8, 2]], ""3764344801"": [[4, 1], [5, 1], [6, 1], [7, 1], [8, 1]], ""3766532900"": [[2, 1]], ""3766532953"": [[1, 1]]}",Chemical,Solvent,Hydrocar,Hydrocarbo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=COCCCCCCCCCC,765-05-9,4P///wAEAAAOAAAAAAJ0eJEBzBKUCgjFARomVGkA,"{""0"": [[0, 0], [1, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0], [11, 0], [12, 0]], ""2"": [[2, 0]], ""376112479"": [[1, 2]], ""1123230565"": [[2, 2]], ""2602795547"": [[11, 2]], ""3205495869"": [[12, 1]], ""3205495930"": [[0, 1]], ""3766523334"": [[1, 1]], ""3766532888"": [[4, 1], [5, 1], [6, 1], [7, 1], [8, 1], [9, 1], [10, 1], [11, 1]], ""3766532902"": [[3, 1]], ""3768571706"": [[2, 1]], ""4196921889"": [[3, 2]], ""4203102758"": [[4, 2]], ""4203103696"": [[5, 2], [6, 2], [7, 2], [8, 2], [9, 2], [10, 2]]}",Floral,Clean,Fresh,Cloth,Waxy,Non-food items,Soft floral,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=Cc1c(C)cccc1C,27576-03-0,4P///wAEAAAMAAAAAAZ+aoypAVxwglEATQFCPA==,"{""0"": [[0, 0], [1, 0], [4, 0], [9, 0]], ""4"": [[2, 0], [3, 0], [5, 0], [6, 0], [7, 0], [8, 0]], ""135787995"": [[1, 2]], ""594405804"": [[3, 1], [2, 1], [8, 1]], ""1230563926"": [[6, 2]], ""3139328959"": [[2, 2]], ""3205495930"": [[0, 1]], ""3205496001"": [[4, 1], [9, 1]], ""3532240404"": [[5, 2], [7, 2]], ""3764344801"": [[5, 1], [6, 1], [7, 1]], ""3766522948"": [[1, 1]], ""3977661163"": [[3, 2], [8, 2]]}",Solvent,Fuel,Hydrocarbo,Chemical,Gas Station,Hydrocar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=Cc1cc(OC)c(O)c(OC)c1,28343-22-8,4P///wAEAAATAAAAAAIAAGwQalI84phSMiipAIUAuIA0PA==,"{""0"": [[0, 0], [1, 0], [6, 0], [11, 0]], ""2"": [[5, 0], [10, 0]], ""3"": [[8, 0]], ""4"": [[2, 0], [3, 0], [4, 0], [7, 0], [9, 0], [12, 0]], ""135787995"": [[1, 2]], ""594405804"": [[2, 1]], ""632956358"": [[3, 2], [12, 2]], ""728943675"": [[4, 1], [9, 1]], ""728945448"": [[7, 1]], ""1912436098"": [[2, 2]], ""2474651957"": [[4, 2], [9, 2]], ""2996632740"": [[7, 2]], ""3205495930"": [[0, 1]], ""3205496003"": [[6, 1], [11, 1]], ""3205496709"": [[8, 1]], ""3764344801"": [[3, 1], [12, 1]], ""3766522948"": [[1, 1]], ""3768571846"": [[5, 1], [10, 1]], ""3904068230"": [[5, 2], [10, 2]]}",Phenolic,Non-food items,Medicinal,Woody,People & animals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=Cc1ccc(O)c(OC)c1,7786-61-0,4P///wAEAAAVAAAAAAIAAGwQWg6Q4phSMihw4oUAuIA0Ihg=,"{""0"": [[0, 0], [1, 0], [9, 0]], ""2"": [[8, 0]], ""3"": [[6, 0]], ""4"": [[2, 0], [3, 0], [4, 0], [5, 0], [7, 0], [10, 0]], ""135787995"": [[1, 2]], ""594405804"": [[2, 1]], ""632956358"": [[10, 2]], ""728943675"": [[7, 1]], ""728945448"": [[5, 1]], ""1912436098"": [[2, 2]], ""2339506290"": [[5, 2]], ""2474651957"": [[7, 2]], ""3205495930"": [[0, 1]], ""3205496003"": [[9, 1]], ""3205496709"": [[6, 1]], ""3532240404"": [[3, 2]], ""3664333811"": [[4, 2]], ""3764344801"": [[3, 1], [4, 1], [10, 1]], ""3766522948"": [[1, 1]], ""3768571846"": [[8, 1]], ""3904068230"": [[8, 2]]}",Spices,Aromatic,Dry woods,Food,Fresh,Fruity,Nutty,Beverage,Mossy woods,Soft oriental,Bakery,Resinous,Grassy,Dry,Woody,,,,,,,,,,,,,,,,,,,,,
C=Cc1ccc(O)cc1,2628-17-3,4P///wAEAAAOAAAAAAQAfmrlAJpSXHBNAri2Ihg=,"{""0"": [[0, 0], [1, 0]], ""3"": [[6, 0]], ""4"": [[2, 0], [3, 0], [4, 0], [5, 0], [7, 0], [8, 0]], ""135787995"": [[1, 2]], ""594405804"": [[2, 1]], ""728945448"": [[5, 1]], ""1912436098"": [[2, 2]], ""3205495930"": [[0, 1]], ""3205496709"": [[6, 1]], ""3532240404"": [[3, 2], [8, 2]], ""3664333811"": [[4, 2], [7, 2]], ""3680717108"": [[5, 2]], ""3764344801"": [[3, 1], [4, 1], [7, 1], [8, 1]], ""3766522948"": [[1, 1]]}",Food,Pungent,Sharp,Earthy,Hydrocar,Sweet,Hydrocarbo,Medicinal,Fragrant,Mol,Nutty,Non-vegetarian,Chemical,Resinous,Dry fruit,Solvent,Musty,Phenolic,Minty,Alcohol,Popcorn,Woody,,,,,,,,,,,,,,
C=Cc1ccc(OC)c(OC)c1,6380-23-0,4P///wAEAAARAAAAAAICbBBqkMS2UjIocOL9AjQsDg==,"{""0"": [[0, 0], [1, 0], [7, 0], [10, 0]], ""2"": [[6, 0], [9, 0]], ""4"": [[2, 0], [3, 0], [4, 0], [5, 0], [8, 0], [11, 0]], ""135787995"": [[1, 2]], ""594405804"": [[2, 1]], ""632956358"": [[11, 2]], ""728943675"": [[5, 1], [8, 1]], ""1912436098"": [[2, 2]], ""2474987814"": [[5, 2], [8, 2]], ""3205495930"": [[0, 1]], ""3205496003"": [[7, 1], [10, 1]], ""3532240404"": [[3, 2]], ""3663726584"": [[4, 2]], ""3764344801"": [[3, 1], [4, 1], [11, 1]], ""3766522948"": [[1, 1]], ""3768571846"": [[6, 1], [9, 1]], ""3904068230"": [[6, 2], [9, 2]]}",Floral,Sweet,Vegetation,Fruity,Green,Nature,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=Cc1ccccc1,100-42-5,4P///wAEAAAKAAAAAAZ+ah0CUlxwgikEPA==,"{""0"": [[0, 0], [1, 0]], ""4"": [[2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0]], ""135787995"": [[1, 2]], ""594405804"": [[2, 1]], ""1230563926"": [[4, 2], [5, 2], [6, 2]], ""1912436098"": [[2, 2]], ""3205495930"": [[0, 1]], ""3532240404"": [[3, 2], [7, 2]], ""3764344801"": [[3, 1], [4, 1], [5, 1], [6, 1], [7, 1]], ""3766522948"": [[1, 1]]}",Floral,Solvent,Fuel,Phenolic,Minty,Sweet,Hydrocarbo,Chemical,Non-food items,Gas Station,Nature,Medicinal,Alcohol,Balsamic,Hydrocar,Fragrant,,,,,,,,,,,,,,,,,,,,
